Sample ID,Taxon,rpkm
PA1,UBA2999,7697.04433498
PA1,Rhodobacteraceae,6841.81718664
PA1,Rhodocyclaceae,9835.1122058
PA1,Haloarculaceae,6841.81718664
PA1,Burkholderiaceae,14966.47509579
PA1,Natrialbaceae,5986.59003831
PA1,Binataceae,16249.31581828
PA1,Haloferacaceae,8552.27148331
PA1,Thiobacillaceae,16249.31581828
PA1,Hyphomicrobiaceae,5131.36288998
PA1,Steroidobacteraceae,4276.13574165
PA1,unclassified,69701.01258894
