Sample ID,Taxon,Count
PA1,JACRMI01,10
PA1,UBA2376,10
PA1,Sulfuricystis,27
PA1,Desulfobacillus,11
PA1,Azonexus,56
PA1,RBG-16-57-11,21
PA1,JAGVPT01,11
PA1,JAICEW01,13
PA1,SZUA-320,19
PA1,UBA5066,13
PA1,Lentibacillus,14
PA1,JAKQTR01,14
PA1,DSOS01,13
PA1,VGOW01,11
PA1,UBA8401,10
PA1,G020343875,16
PA1,unclassified,804
