Sample ID,Taxon,Count
PA1,Gammaproteobacteria,202
PA1,Vicinamibacteria,24
PA1,Verrucomicrobiae,20
PA1,Alphaproteobacteria,53
PA1,Halobacteria,58
PA1,Binatia,38
PA1,unclassified,8
