Sample ID,Taxon,Count
PA1,Chloroflexota,206
PA1,Gemmatimonadota,61
PA1,Myxococcota,70
PA1,Pseudomonadota,221
PA1,Bacillota,20
PA1,Bacteroidota,175
PA1,Acidobacteriota,118
PA1,Planctomycetota,23
PA1,Eisenbacteria,18
PA1,Verrucomicrobiota,20
PA1,Proteobacteria,17
PA1,Bdellovibrionota,10
PA1,Actinobacteriota,14
PA1,Firmicutes,10
PA1,unclassified,90
