Sample ID,Taxon,rpkm
PA1,Pseudomonadota,98778.73563218
PA1,Acidobacteriota,11117.9529283
PA1,Verrucomicrobiota,8552.27148331
PA1,Halobacteriota,12828.40722496
PA1,Desulfobacterota_B,16249.31581828
PA1,Methanobacteriota,10262.72577997
PA1,Proteobacteria,10262.72577997
PA1,unclassified,4276.13574165
