Sample ID,Taxon,rpkm
PA1,JACRMI01_sp016215025_nosZII,4012.7960039
PA1,unclassified,349915.81153984
PA1,Sulfuricystis_sp018333815_nosZII,7223.03280702
PA1,Unclassified_Species_nosZII,38522.84163741
PA1,RBG-16-57-11_sp001795165_nosZII,8426.87160818
PA1,JAICEW01_sp025923995_nosZII,5216.63480507
PA1,JAKQTR01_sp025456345_nosZII,5617.91440546
PA1,DSOS01_sp020354045_nosZII,5216.63480507
PA1,G020343875_sp020343875_nosZII,6420.47360624
