Sample ID,Taxon,rpkm
PA1,Gammaproteobacteria,86377.94198139
PA1,Vicinamibacteria,10262.72577997
PA1,Verrucomicrobiae,8552.27148331
PA1,Alphaproteobacteria,22663.51943076
PA1,Halobacteria,24801.58730159
PA1,Binatia,16249.31581828
PA1,unclassified,3420.90859332
