Sample ID,Taxon,Count
PA1,Anaerolineae,183
PA1,Gemmatimonadetes,61
PA1,Polyangia,31
PA1,Gammaproteobacteria,209
PA1,Bacilli,30
PA1,Bacteroidia,93
PA1,Ignavibacteria,32
PA1,UBA10030,41
PA1,Alphaproteobacteria,25
PA1,Vicinamibacteria,75
PA1,Phycisphaerae,15
PA1,RBG-16-71-46,18
PA1,Verrucomicrobiae,20
PA1,Myxococcia,24
PA1,Thermoanaerobaculia,35
PA1,Dehalococcoidia,20
PA1,UBA4738,16
PA1,unclassified,145
