Sample ID,Taxon,Count
PA1,JACRMI01_sp016215025_nosZII,10
PA1,unclassified,872
PA1,Sulfuricystis_sp018333815_nosZII,18
PA1,Unclassified_Species_nosZII,96
PA1,RBG-16-57-11_sp001795165_nosZII,21
PA1,JAICEW01_sp025923995_nosZII,13
PA1,JAKQTR01_sp025456345_nosZII,14
PA1,DSOS01_sp020354045_nosZII,13
PA1,G020343875_sp020343875_nosZII,16
