Taxon,PA1,PS4,PS5,PS6,PS7,PS9
Bacteria,429770.45201739,412448.71278786,402031.47164098,446472.00897624,377869.44610637,412420.22644847
unclassified,802.55920078,0.0,0.0,0.0,0.0,0.0
