Taxon,PA1,PS4,PS5,PS6,PS7,PS9
Archaea,24801.58730159,19647.22319246,18796.9924812,19687.10625787,13350.07504907,17299.32779755
Bacteria,147526.68308703,186102.86412854,193648.18295739,140872.18255635,216668.10991802,176494.3324107
