Sample ID,Taxon,rpkm
PS5,Halogeometricum_borinquense,1958.02005013
PS5,Shimia,2349.62406015
PS5,JAFAHS01,10181.70426065
PS5,JAHENH01,4699.2481203
PS5,GCA-001735895,12139.72431078
PS5,12-FULL-67-14b,3524.43609023
PS5,Hyphomicrobium_C,1958.02005013
PS5,Halomicrobium,6265.6641604
PS5,DSVZ01,1958.02005013
PS5,Halioglobus,4699.2481203
PS5,JAOUBX01,3328.63408521
PS5,JADZED01,3132.8320802
PS5,21-14-all-40-8,1958.02005013
PS5,Ruegeria,1958.02005013
PS5,Halorubrum,1958.02005013
PS5,UBA3939,2349.62406015
PS5,J054,1958.02005013
PS5,Roseovarius,1958.02005013
PS5,CAIKLQ01,2349.62406015
PS5,JAHELT01,2741.22807018
PS5,JAADHD01,2349.62406015
PS5,JAUVDT01,2153.82205514
PS5,GCA-2746365,2545.42606516
PS5,SZUA-186,3524.43609023
PS5,unclassified,128446.11528822
