Sample ID,Taxon,rpkm
PS5,Promineifilaceae,20028.07605524
PS5,Saprospiraceae,6063.54596168
PS5,Flavobacteriaceae,27745.3163701
PS5,Cyclobacteriaceae,10840.88520421
PS5,Magnetovibrionaceae,2204.92580425
PS5,Thiotrichaceae,2388.66962127
PS5,UBA1018,2021.18198723
PS5,Roseiflexaceae,2572.41343829
PS5,JABDKH01,3123.64488935
PS5,JAFDCJ01,3307.38870637
PS5,Rhodocyclaceae,2204.92580425
PS5,QHBO01,1837.43817021
PS5,SZUA-229,9003.44703401
PS5,Polarisedimenticolaceae,9370.93466805
PS5,Caldilineaceae,8084.7279489
PS5,JAENVV01,1837.43817021
PS5,Ignavibacteriaceae,2388.66962127
PS5,J042,1837.43817021
PS5,Palauibacteraceae,7166.0088638
PS5,JAJDYQ01,1837.43817021
PS5,Sedimenticolaceae,10840.88520421
PS5,UBA10348,1837.43817021
PS5,KS3-K002,4961.08305956
PS5,GCA-2748055,2388.66962127
PS5,UBA6930,2021.18198723
PS5,UBA6960,17639.40643397
PS5,GWC2-71-9,6063.54596168
PS5,UBA5794,6063.54596168
PS5,UBA4427,4226.10779147
PS5,NAK82,8268.47176593
PS5,UBA4823,3491.13252339
PS5,UBA8401,1837.43817021
PS5,RBG-16-71-46,2756.15725531
PS5,UBA11373,3307.38870637
PS5,Bryobacteraceae,1837.43817021
PS5,UBA5704,7717.24031486
PS5,J102,2572.41343829
PS5,RPQK01,4409.85160849
PS5,ARS69,3674.87634041
PS5,Bu05,3674.87634041
PS5,Beggiatoaceae,3674.87634041
PS5,JACNKJ01,1837.43817021
PS5,UBA6429,2572.41343829
PS5,Sulfomarinibacteraceae,2021.18198723
PS5,CSP1-4,3674.87634041
PS5,SG8-38,9554.67848507
PS5,GCA-001735895,4226.10779147
PS5,Chromatiaceae,3674.87634041
PS5,LZORAL124-64-63,5144.82687658
PS5,UBA890,3858.62015743
PS5,UBA1924,3858.62015743
PS5,J111,7533.49649784
PS5,JAFDET01,2572.41343829
PS5,J045,3674.87634041
PS5,Melioribacteraceae,2572.41343829
PS5,ZC4RG35,2572.41343829
PS5,WVZY01,2572.41343829
PS5,SZUA-252,1837.43817021
PS5,Amphibacillaceae,2204.92580425
PS5,Electryoneaceae,2756.15725531
PS5,DSM-18226,3307.38870637
PS5,unclassified,100875.35554429
