Sample ID,Taxon,rpkm
PS5,Pseudomonadota,130795.73934837
PS5,Methanobacteriota,3132.8320802
PS5,Myxococcota,10769.11027569
PS5,Desulfobacterota_B,10964.9122807
PS5,Halobacteriota,14489.34837093
PS5,Verrucomicrobiota,13314.53634085
PS5,Acidobacteriota,11160.71428571
PS5,Desulfobacterota,3524.43609023
PS5,Latescibacterota,2349.62406015
PS5,Proteobacteria,5874.06015038
PS5,Myxococcota_A,3720.23809524
PS5,unclassified,2349.62406015
