Sample ID,Taxon,rpkm
PS5,Promineifilales,20028.07605524
PS5,Bacteroidales,5512.31451062
PS5,Chitinophagales,6614.77741274
PS5,Flavobacteriales,30501.47362541
PS5,Cytophagales,11208.37283825
PS5,Rhodospirillales_A,4961.08305956
PS5,Thiotrichales,2388.66962127
PS5,UBA1018,2021.18198723
PS5,Chloroflexales,2572.41343829
PS5,Rhodothermales,7533.49649784
PS5,Desulfobacterales,4226.10779147
PS5,Burkholderiales,2388.66962127
PS5,QHBO01,1837.43817021
PS5,SZUA-229,9003.44703401
PS5,Polarisedimenticolales,9370.93466805
PS5,Caldilineales,8084.7279489
PS5,UBA5794,13780.78627654
PS5,Anaerolineales,6431.03359572
PS5,Ignavibacteriales,4961.08305956
PS5,RBG-13-44-9,2756.15725531
PS5,Palauibacterales,12127.09192336
PS5,JAJDYQ01,1837.43817021
PS5,Chromatiales,14515.76154462
PS5,UBA9160,9922.16611911
PS5,Longimicrobiales,18190.63788504
PS5,Gemmatimonadales,6982.26504678
PS5,4572-78,15801.96826377
PS5,UBA10030,2572.41343829
PS5,RBG-16-71-46,2756.15725531
PS5,UBA10806,2388.66962127
PS5,Bryobacterales,1837.43817021
PS5,Multivoradales,7717.24031486
PS5,J102,2572.41343829
PS5,RPQK01,4409.85160849
PS5,ARS69,3674.87634041
PS5,Rhizobiales,4777.33924253
PS5,Aggregatilineales,2572.41343829
PS5,Vicinamibacterales,3123.64488935
PS5,Limnochordales,3674.87634041
PS5,Beggiatoales,3674.87634041
PS5,JACNKJ01,1837.43817021
PS5,UBA6429,2572.41343829
PS5,Phycisphaerales,6063.54596168
PS5,Thermomicrobiales,2021.18198723
PS5,Thermoanaerobaculales,2021.18198723
PS5,Polyangiales,9922.16611911
PS5,GCA-001735895,4226.10779147
PS5,Limnocylindrales,2756.15725531
PS5,LZORAL124-64-63,5144.82687658
PS5,UBA890,3858.62015743
PS5,GN15,2388.66962127
PS5,UBA2386,2204.92580425
PS5,J045,3674.87634041
PS5,WVZY01,2756.15725531
PS5,SZUA-252,1837.43817021
PS5,Bacillales_D,2204.92580425
PS5,Electryoneales,2756.15725531
PS5,Bacillales_B,3307.38870637
PS5,unclassified,59165.50908062
