Sample ID,Taxon,rpkm
PS5,Chloroflexota,76069.94024651
PS5,Bacteroidota,71108.85718696
PS5,Pseudomonadota,59532.99671466
PS5,Bdellovibrionota,4409.85160849
PS5,KSB1,2572.41343829
PS5,Desulfobacterota,7349.75268082
PS5,Acidobacteriota,40239.8959275
PS5,Actinomycetota,16353.19971483
PS5,Calditrichota,3491.13252339
PS5,Gemmatimonadota,37667.48248921
PS5,Myxococcota_A,10473.39757017
PS5,Bacillota,6247.2897787
PS5,Marinisomatota,1837.43817021
PS5,Eisenbacteria,4593.59542551
PS5,Zixibacteria,4777.33924253
PS5,Planctomycetota,9738.42230209
PS5,ARS69,3674.87634041
PS5,Myxococcota,13045.81100846
PS5,Bacillota_G,3674.87634041
PS5,Krumholzibacteriota,9738.42230209
PS5,Electryoneota,4042.36397445
PS5,unclassified,11392.11665527
