Sample ID,Taxon,Count
PS5,unclassified,986
PS5,GCA-001735895_sp020354435_nosZI,27
PS5,JAOUBX01_sp029860075_nosZI,13
PS5,JAHELT01_sp029861595_nosZI,12
PS5,Halioglobus_sp009937575_nosZI,11
PS5,Unclassified_Species_nosZI,18
PS5,SZUA-186_sp020344335_nosZI,18
