Sample ID,Taxon,Count
PS7,Pseudomonadota,826
PS7,Desulfobacterota_B,47
PS7,Myxococcota,85
PS7,Halobacteriota,62
PS7,Verrucomicrobiota,53
PS7,Desulfobacterota,28
PS7,Myxococcota_A,22
PS7,Acidobacteriota,40
PS7,Proteobacteria,36
PS7,Nitrospirota,26
PS7,Bdellovibrionota,10
PS7,Latescibacterota,16
PS7,unclassified,24
