Sample ID,Taxon,rpkm
PS7,JABDQW01,5417.4830983
PS7,JAPHQX01,1692.96346822
PS7,JALSRK01,3047.33424279
PS7,UBA11865,11004.26254342
PS7,JAAEQD01,1862.25981504
PS7,WS-11,3047.33424279
PS7,CALZIK01,4063.11232372
PS7,JAFDCJ01,3724.51963008
PS7,JANQEY01,5756.07579194
PS7,JAAUQL01,2878.03789597
PS7,J065,2708.74154915
PS7,JANQRA01,2708.74154915
PS7,JAAYYY01,1862.25981504
PS7,G020343875,3555.22328326
PS7,G020350445,2539.44520233
PS7,WVWW01,7110.44656652
PS7,QQUD01,1692.96346822
PS7,JAUVPY01,5078.89040466
PS7,JAOTYK01,2708.74154915
PS7,PFL25,3385.92693644
PS7,JACKCD01,2539.44520233
PS7,JAJRVO01,3724.51963008
PS7,CALZJC01,4740.29771101
PS7,GCA-001735895,5248.18675148
PS7,JABDNZ01,4401.70501737
PS7,J095,4232.40867055
PS7,IDS-52,3555.22328326
PS7,JALGZO01,2878.03789597
PS7,WFWG01,2539.44520233
PS7,Bu05,3724.51963008
PS7,SG8-38,3724.51963008
PS7,Benthicola,1862.25981504
PS7,PLA2,2031.55616186
PS7,Thiopontia,1692.96346822
PS7,G020351775,1692.96346822
PS7,SKPT01,2708.74154915
PS7,Lutimonas,1862.25981504
PS7,JAACFF01,4063.11232372
PS7,Robiginitalea,2370.14885551
PS7,GCA-2748055,2708.74154915
PS7,JAGVTM01,1692.96346822
PS7,JAMPXJ01,1692.96346822
PS7,JAADGX01,1692.96346822
PS7,JAGRNP01,2370.14885551
PS7,JACPOT01,1692.96346822
PS7,JAUZRW01,2708.74154915
PS7,JAGRBY01,1862.25981504
PS7,CALAKE01,2370.14885551
PS7,GCA-020352575,2031.55616186
PS7,JAFDET01,2031.55616186
PS7,JAAETI01,3047.33424279
PS7,JANQQF01,3385.92693644
PS7,Lentibacillus_C,2031.55616186
PS7,UBA5189,2031.55616186
PS7,Kouleothrix,2370.14885551
PS7,unclassified,206710.83946948
