Sample ID,Taxon,Count
PS7,JABDQW01,32
PS7,JAPHQX01,10
PS7,JALSRK01,18
PS7,UBA11865,65
PS7,JAAEQD01,11
PS7,WS-11,18
PS7,CALZIK01,24
PS7,JAFDCJ01,22
PS7,JANQEY01,34
PS7,JAAUQL01,17
PS7,J065,16
PS7,JANQRA01,16
PS7,JAAYYY01,11
PS7,G020343875,21
PS7,G020350445,15
PS7,WVWW01,42
PS7,QQUD01,10
PS7,JAUVPY01,30
PS7,JAOTYK01,16
PS7,PFL25,20
PS7,JACKCD01,15
PS7,JAJRVO01,22
PS7,CALZJC01,28
PS7,GCA-001735895,31
PS7,JABDNZ01,26
PS7,J095,25
PS7,IDS-52,21
PS7,JALGZO01,17
PS7,WFWG01,15
PS7,Bu05,22
PS7,SG8-38,22
PS7,Benthicola,11
PS7,PLA2,12
PS7,Thiopontia,10
PS7,G020351775,10
PS7,SKPT01,16
PS7,Lutimonas,11
PS7,JAACFF01,24
PS7,Robiginitalea,14
PS7,GCA-2748055,16
PS7,JAGVTM01,10
PS7,JAMPXJ01,10
PS7,JAADGX01,10
PS7,JAGRNP01,14
PS7,JACPOT01,10
PS7,JAUZRW01,16
PS7,JAGRBY01,11
PS7,CALAKE01,14
PS7,GCA-020352575,12
PS7,JAFDET01,12
PS7,JAAETI01,18
PS7,JANQQF01,20
PS7,Lentibacillus_C,12
PS7,UBA5189,12
PS7,Kouleothrix,14
PS7,unclassified,1221
