Sample ID,Taxon,rpkm
PS7,JAFAHS01,6855.44394412
PS7,Cognaticolwellia,1804.06419582
PS7,PALSA-1104,2525.68987415
PS7,Halomicrobium,6133.81826579
PS7,DSVZ01,2886.50271331
PS7,JAHELT01,5051.3797483
PS7,SZUA-186,2345.28345457
PS7,JAOUBX01,4870.97332871
PS7,JAAESX01,1984.4706154
PS7,12-FULL-67-14b,2164.87703498
PS7,JAHEDB01,2164.87703498
PS7,JACTMU01,1804.06419582
PS7,WFXD01,4149.34765039
PS7,JAOUJM01,4329.75406997
PS7,UBA2385,2164.87703498
PS7,GCA-001735895,11906.82369241
PS7,UBA8231,1804.06419582
PS7,WTGU01,2345.28345457
PS7,DAOVJZ01,2345.28345457
PS7,JAGLTQ01,1804.06419582
PS7,Thiogranum,3427.72197206
PS7,LH-M37,1804.06419582
PS7,JAABYT01,3066.90913289
PS7,Ruegeria,1804.06419582
PS7,Halioglobus,2886.50271331
PS7,JAKITT01,1984.4706154
PS7,GCA-2746365,2525.68987415
PS7,unclassified,141077.82011315
