Sample ID,Taxon,rpkm
PS7,Gammaproteobacteria,34367.15840484
PS7,Bacteroidia,41477.60497135
PS7,Marinisomatia,2539.44520233
PS7,Terriglobia,3047.33424279
PS7,Anaerolineae,78892.09761898
PS7,MSB-5A5,6433.26117923
PS7,Desulfobacteria,4232.40867055
PS7,RBG-16-71-46,4063.11232372
PS7,Phycisphaerae,11512.15158389
PS7,Thermoanaerobaculia,11681.44793071
PS7,UBA9160,9142.00272838
PS7,Electryoneia,5756.07579194
PS7,Polarisedimenticolia,13543.70774575
PS7,Acidimicrobiia,15575.26390761
PS7,Gemmatimonadetes,25902.34106374
PS7,UBA6911,2539.44520233
PS7,UBA2214,3385.92693644
PS7,Krumholzibacteria,6433.26117923
PS7,SAR324,1692.96346822
PS7,Dehalococcoidia,3893.8159769
PS7,Ignavibacteria,3047.33424279
PS7,Polyangia,6094.66848559
PS7,Rhodothermia,8295.52099427
PS7,ARS69,4063.11232372
PS7,Calditrichia,2878.03789597
PS7,Alphaproteobacteria,7787.63195381
PS7,Limnochordia,3724.51963008
PS7,UBA1135,4401.70501737
PS7,Campylobacteria,1862.25981504
PS7,Kapaibacteriia,2031.55616186
PS7,Vicinamibacteria,1692.96346822
PS7,UBA1018,1692.96346822
PS7,Bacilli,6263.96483241
PS7,SZUA-365,1692.96346822
PS7,Limnocylindria,3724.51963008
PS7,UBA890,2370.14885551
PS7,Myxococcia,1862.25981504
PS7,Ellin6529,1692.96346822
PS7,Chloroflexia,2708.74154915
PS7,Desulfomonilia,2031.55616186
PS7,unclassified,21839.22874002
