Sample ID,Taxon,Count
PS7,SZUA-229,50
PS7,Flavobacteriales,103
PS7,Marinisomatales,15
PS7,Bryobacterales,18
PS7,Promineifilales,151
PS7,UBA10806,18
PS7,Desulfobacterales,25
PS7,RBG-16-71-46,22
PS7,Phycisphaerales,57
PS7,Multivoradales,57
PS7,Cytophagales,52
PS7,GN15,20
PS7,UBA9160,53
PS7,Electryoneales,34
PS7,J045,22
PS7,UBA5794,75
PS7,Promineofilales,11
PS7,Chromatiales,56
PS7,4572-78,133
PS7,Longimicrobiales,81
PS7,RPQK01,15
PS7,Acidimicrobiales,17
PS7,Polarisedimenticolales,58
PS7,LZORAL124-64-63,31
PS7,Anaerolineales,31
PS7,GCA-001735895,32
PS7,Gemmatimonadales,46
PS7,Caldilineales,35
PS7,Ardenticatenales,24
PS7,Ignavibacteriales,18
PS7,Chitinophagales,65
PS7,Rhodothermales,43
PS7,ARS69,24
PS7,RBG-13-44-9,12
PS7,UBA6429,13
PS7,Rhodospirillales_A,19
PS7,Limnochordales,22
PS7,UBA2386,18
PS7,Aggregatilineales,59
PS7,Polyangiales,32
PS7,Palauibacterales,24
PS7,PLA2,12
PS7,GCF-002020875,10
PS7,Campylobacterales,11
PS7,Bacteroidales,19
PS7,UBA1018,10
PS7,SZUA-365,10
PS7,Limnocylindrales,10
PS7,P2-11E,13
PS7,Rhizobiales,11
PS7,UBA890,14
PS7,Kapaibacteriales,10
PS7,Myxococcales,11
PS7,Bacillales_D,16
PS7,Chloroflexales,14
PS7,unclassified,370
