Sample ID,Taxon,rpkm
PS4,Halobacteriales,15645.01106066
PS4,Burkholderiales,13280.06752823
PS4,Rhizobiales,20920.6543253
PS4,Binatales,12734.31132844
PS4,Vicinamibacterales,8004.42426359
PS4,Pedosphaerales,3274.53719874
PS4,Rhodobacterales,18737.62952614
PS4,UBA9160,9641.69286296
PS4,Enterobacterales,8368.26173012
PS4,Xanthomonadales,2183.02479916
PS4,Halorutilales,2910.69973222
PS4,Steroidobacterales,2546.86226569
PS4,Limisphaerales,5457.5619979
PS4,Magnetococcales,2546.86226569
PS4,J045,2001.1060659
PS4,Pseudomonadales,11824.71766213
PS4,Palsa-1104,2910.69973222
PS4,Verrucomicrobiales,2910.69973222
PS4,GCA-001735895,7458.6680638
PS4,SZUA-229,4002.2121318
PS4,Polyangiales,2364.94353243
PS4,Chromatiales,2728.78099895
PS4,UBA8231,2001.1060659
PS4,UBA4486,2001.1060659
PS4,UBA9214,3092.61846548
PS4,DSM-19610,2728.78099895
PS4,Kiloniellales,2910.69973222
PS4,unclassified,30562.34718826
