Sample ID,Taxon,rpkm
PS4,Polarisedimenticolaceae,8706.49186762
PS4,UBA10806,1707.15526816
PS4,JAFDET01,4609.31922404
PS4,Cyclobacteriaceae,9730.78502852
PS4,RBG-16-71-46,2902.16395587
PS4,Electryoneaceae,5462.89685812
PS4,UBA6930,2560.73290224
PS4,SZUA-229,11437.94029668
PS4,Palauibacteraceae,8706.49186762
PS4,NAK82,7511.48317991
PS4,UBA6960,21510.15637884
PS4,WVZY01,4609.31922404
PS4,SM1A02,2902.16395587
PS4,UBA2386,3072.87948269
PS4,2-12-FULL-66-21,1877.87079498
PS4,Bu05,1707.15526816
PS4,KS3-K002,3926.45711677
PS4,DUEN01,1877.87079498
PS4,GCA-2748055,1877.87079498
PS4,Flavobacteriaceae,24070.88928108
PS4,Chromatiaceae,2048.58632179
PS4,Promineifilaceae,29192.35508556
PS4,UBA4823,3414.31053632
PS4,Sedimenticolaceae,11437.94029668
PS4,J111,4438.60369722
PS4,Saprospiraceae,7511.48317991
PS4,QHBO01,2390.01737543
PS4,UBA5794,9560.06950171
PS4,UBA11373,2560.73290224
PS4,RPQK01,2219.30184861
PS4,JABDKH01,1877.87079498
PS4,GWC2-71-9,8365.06081399
PS4,SG8-38,9730.78502852
PS4,MedAcidi-G1,1707.15526816
PS4,UBA10348,2560.73290224
PS4,JAJDYQ01,2390.01737543
PS4,Ignavibacteriaceae,2560.73290224
PS4,ARS69,2048.58632179
PS4,UBA6429,4097.17264359
PS4,UBA1924,4267.8881704
PS4,CSP1-4,3585.02606314
PS4,J102,3243.59500951
PS4,UBA5704,10584.3626626
PS4,Caldilineaceae,5292.1813313
PS4,UBA4427,3926.45711677
PS4,JAGLTZ01,2390.01737543
PS4,J045,3243.59500951
PS4,Sulfomarinibacteraceae,6657.90554583
PS4,Amphibacillaceae,4780.03475085
PS4,LZORAL124-64-63,2219.30184861
PS4,UBA890,3585.02606314
PS4,Rhodobacteraceae,1707.15526816
PS4,JAFDCJ01,2048.58632179
PS4,ZC4RG35,3243.59500951
PS4,DSM-19610,3072.87948269
PS4,GCA-001735895,1877.87079498
PS4,Bryobacteraceae,2048.58632179
PS4,Melioribacteraceae,2219.30184861
PS4,UBA1018,1707.15526816
PS4,Salinibacteraceae,1707.15526816
PS4,JAENVV01,3926.45711677
PS4,DSM-18226,1707.15526816
PS4,4484-95,2390.01737543
PS4,Hatepunaeaceae,2048.58632179
PS4,unclassified,88089.21183714
