Sample ID,Taxon,rpkm
PS4,Polarisedimenticolia,11950.08687713
PS4,Rhodothermia,8706.49186762
PS4,MSB-5A5,6316.4744922
PS4,Gemmatimonadetes,46093.19224036
PS4,UBA9160,12632.9489844
PS4,Gammaproteobacteria,48141.77856216
PS4,Bacteroidia,47458.91645489
PS4,RBG-16-71-46,3926.45711677
PS4,Electryoneia,5462.89685812
PS4,Anaerolineae,61969.73623427
PS4,Calditrichia,2219.30184861
PS4,Krumholzibacteria,7511.48317991
PS4,Phycisphaerae,9218.63844807
PS4,UBA1135,4438.60369722
PS4,Vicinamibacteria,2731.44842906
PS4,Limnochordia,1707.15526816
PS4,Limnocylindria,4267.8881704
PS4,Dehalococcoidia,2219.30184861
PS4,Polyangia,12291.51793076
PS4,Ellin6529,3072.87948269
PS4,Acidimicrobiia,23388.02717381
PS4,Alphaproteobacteria,5804.32791175
PS4,UBA6911,2219.30184861
PS4,UBA2214,2902.16395587
PS4,Ignavibacteria,4780.03475085
PS4,ARS69,2048.58632179
PS4,Thermoanaerobaculia,17583.69926207
PS4,JAGLTZ01,2390.01737543
PS4,Bacilli,6999.33659946
PS4,UBA4738,2390.01737543
PS4,UBA890,3585.02606314
PS4,Desulfobacteria,2219.30184861
PS4,Chloroflexia,2219.30184861
PS4,Terriglobia,2219.30184861
PS4,Marinisomatia,2219.30184861
PS4,UBA1018,1707.15526816
PS4,Myxococcia,2219.30184861
PS4,Blastocatellia,1707.15526816
PS4,AABM5-125-24,2048.58632179
PS4,unclassified,19461.57005704
