Sample ID,Taxon,rpkm
PS4,Polarisedimenticolales,8706.49186762
PS4,Rhodothermales,8365.06081399
PS4,UBA10806,4097.17264359
PS4,UBA9160,11779.37135032
PS4,Cytophagales,10413.64713579
PS4,RBG-16-71-46,2902.16395587
PS4,Electryoneales,5462.89685812
PS4,SZUA-229,11437.94029668
PS4,Palauibacterales,12632.9489844
PS4,4572-78,11950.08687713
PS4,RBG-13-44-9,1707.15526816
PS4,Longimicrobiales,23046.59612018
PS4,WVZY01,4609.31922404
PS4,Phycisphaerales,8365.06081399
PS4,UBA2386,3585.02606314
PS4,Vicinamibacterales,2219.30184861
PS4,Limnochordales,1707.15526816
PS4,Burkholderiales,2048.58632179
PS4,DUEN01,1877.87079498
PS4,Bacteroidales,3072.87948269
PS4,Flavobacteriales,25607.32902242
PS4,Chromatiales,13486.52661848
PS4,Promineifilales,29192.35508556
PS4,Anaerolineales,4438.60369722
PS4,Caldilineales,5633.61238493
PS4,Chitinophagales,8194.34528718
PS4,Polyangiales,11096.50924305
PS4,QHBO01,2390.01737543
PS4,Acidimicrobiales,3243.59500951
PS4,UBA5794,19290.85453023
PS4,RPQK01,2219.30184861
PS4,Gemmatimonadales,9901.50055534
PS4,GN15,2219.30184861
PS4,JAJDYQ01,2390.01737543
PS4,Ignavibacteriales,4780.03475085
PS4,ARS69,2048.58632179
PS4,UBA6429,4097.17264359
PS4,Limnocylindrales,3072.87948269
PS4,J102,3243.59500951
PS4,Multivoradales,10584.3626626
PS4,JAGLTZ01,2390.01737543
PS4,J045,3243.59500951
PS4,Thermoanaerobaculales,6657.90554583
PS4,Bacillales_D,4780.03475085
PS4,LZORAL124-64-63,2219.30184861
PS4,Rhodospirillales_A,1707.15526816
PS4,UBA890,3585.02606314
PS4,Rhodobacterales,1707.15526816
PS4,Desulfobacterales,2219.30184861
PS4,DSM-19610,3072.87948269
PS4,GCA-001735895,1877.87079498
PS4,Bryobacterales,2048.58632179
PS4,Marinisomatales,2219.30184861
PS4,UBA1018,1707.15526816
PS4,Myxococcales,2219.30184861
PS4,Rhizobiales,1707.15526816
PS4,Bacillales_B,1707.15526816
PS4,DRLW01,1877.87079498
PS4,Hatepunaeales,2048.58632179
PS4,unclassified,56336.12384933
