Sample ID,Taxon,rpkm
PS9,Anaerolineales,13141.78790932
PS9,SZUA-229,6764.15554156
PS9,Flavobacteriales,22031.82090681
PS9,UBA9160,10049.60251889
PS9,LZORAL124-64-63,3285.44697733
PS9,Rhodothermales,8503.50982368
PS9,Multivoradales,8116.98664988
PS9,Phycisphaerales,9083.29458439
PS9,Longimicrobiales,17200.28123426
PS9,RBG-13-44-9,1932.61586902
PS9,Gemmatimonadales,14108.09584383
PS9,Chitinophagales,10242.8641058
PS9,Aggregatilineales,2898.92380353
PS9,PLA2,2705.66221663
PS9,Promineifilales,22804.86725441
PS9,RBG-16-71-46,3285.44697733
PS9,Limnocylindrales,3478.70856423
PS9,GN15,2319.13904282
PS9,UBA5794,21645.297733
PS9,Limnochordales,3092.18539043
PS9,Chromatiales,7343.94030227
PS9,Vicinamibacterales,2512.40062972
PS9,Palauibacterales,14881.14219144
PS9,JAGLTZ01,3865.23173804
PS9,Cytophagales,7537.20188917
PS9,RPQK01,5797.84760705
PS9,Acidimicrobiales,1932.61586902
PS9,Ignavibacteriales,6184.37078086
PS9,UBA2386,3092.18539043
PS9,Polarisedimenticolales,9083.29458439
PS9,4572-78,19712.68186398
PS9,Polyangiales,8696.77141058
PS9,Caldilineales,11015.9104534
PS9,J102,1932.61586902
PS9,UBA1018,2125.87745592
PS9,CSP1-4,2898.92380353
PS9,UBA6429,2705.66221663
PS9,ARS69,3865.23173804
PS9,Ardenticatenales,3865.23173804
PS9,UBA5066,1932.61586902
PS9,Thermoanaerobaculales,3285.44697733
PS9,J045,3478.70856423
PS9,GCA-001735895,1932.61586902
PS9,QHBO01,2125.87745592
PS9,Burkholderiales,2125.87745592
PS9,Bryobacterales,4058.49332494
PS9,UBA890,4445.01649874
PS9,UBA4738,2125.87745592
PS9,Bacillales_D,3865.23173804
PS9,Electryoneales,3092.18539043
PS9,Fen-336,2512.40062972
PS9,JAAEKA01,2125.87745592
PS9,WVZY01,2512.40062972
PS9,unclassified,67061.77065493
