Sample ID,Taxon,rpkm
PS9,DSVZ01,2471.33254251
PS9,Roseovarius,3912.9431923
PS9,GCA-2729515,2471.33254251
PS9,Thiogranum,2059.44378542
PS9,JAFAHS01,12768.55146962
PS9,UBA3939,3706.99881376
PS9,JAOUBX01,2059.44378542
PS9,Haloarcula,2059.44378542
PS9,Halomicrobium,6178.33135627
PS9,JAHENH01,2059.44378542
PS9,GCA-001735895,5972.38697773
PS9,UBA2767,2265.38816396
PS9,UBA2385,2265.38816396
PS9,JAHEGF01,2471.33254251
PS9,JAADHD01,2265.38816396
PS9,Halioglobus,3912.9431923
PS9,unclassified,134893.56794517
