Sample ID,Taxon,Count
PS9,DSVZ01,12
PS9,Roseovarius,19
PS9,GCA-2729515,12
PS9,Thiogranum,10
PS9,JAFAHS01,62
PS9,UBA3939,18
PS9,JAOUBX01,10
PS9,Haloarcula,10
PS9,Halomicrobium,30
PS9,JAHENH01,10
PS9,GCA-001735895,29
PS9,UBA2767,11
PS9,UBA2385,11
PS9,JAHEGF01,12
PS9,JAADHD01,11
PS9,Halioglobus,19
PS9,unclassified,655
