Sample ID,Taxon,Count
PS9,Anaerolineae,424
PS9,Gammaproteobacteria,140
PS9,Bacteroidia,215
PS9,UBA9160,52
PS9,Krumholzibacteria,33
PS9,Rhodothermia,45
PS9,Thermoanaerobaculia,73
PS9,Phycisphaerae,51
PS9,Gemmatimonadetes,244
PS9,Calditrichia,12
PS9,Chloroflexia,13
PS9,Dehalococcoidia,34
PS9,UBA1135,27
PS9,RBG-16-71-46,22
PS9,Limnocylindria,24
PS9,MSB-5A5,20
PS9,Acidimicrobiia,124
PS9,Limnochordia,16
PS9,Vicinamibacteria,26
PS9,JAGLTZ01,20
PS9,UBA6911,30
PS9,Ignavibacteria,35
PS9,Polarisedimenticolia,65
PS9,UBA2214,13
PS9,Polyangia,50
PS9,UBA4738,16
PS9,UBA1018,11
PS9,Ellin6529,29
PS9,ARS69,20
PS9,Alphaproteobacteria,17
PS9,Terriglobia,21
PS9,UBA890,23
PS9,Bacilli,33
PS9,Electryoneia,16
PS9,unclassified,140
