Sample ID,Taxon,Count
PS9,SZUA-229,35
PS9,Flavobacteriaceae,107
PS9,UBA4427,19
PS9,LZORAL124-64-63,17
PS9,JABDKH01,10
PS9,UBA5704,39
PS9,UBA1924,30
PS9,UBA6960,87
PS9,GWC2-71-9,69
PS9,Saprospiraceae,50
PS9,Phototrophicaceae,11
PS9,PLA2,14
PS9,Promineifilaceae,118
PS9,RBG-16-71-46,17
PS9,CSP1-4,33
PS9,UBA5794,51
PS9,Bu05,16
PS9,Sedimenticolaceae,30
PS9,Palauibacteraceae,52
PS9,JAGLTZ01,20
PS9,Cyclobacteriaceae,34
PS9,RPQK01,30
PS9,Ignavibacteriaceae,19
PS9,KS3-K002,25
PS9,UBA4823,50
PS9,UBA10348,13
PS9,Polarisedimenticolaceae,47
PS9,NAK82,62
PS9,SG8-38,40
PS9,UBA11373,17
PS9,Caldilineaceae,52
PS9,J102,10
PS9,UBA1018,11
PS9,J111,40
PS9,JAENVV01,30
PS9,UBA6429,14
PS9,ARS69,20
PS9,Ardenticatenaceae,20
PS9,UBA5066,10
PS9,Sulfomarinibacteraceae,17
PS9,J045,18
PS9,UBA6930,10
PS9,GCA-001735895,10
PS9,QHBO01,11
PS9,Bryobacteraceae,21
PS9,UBA890,23
PS9,HRBIN12,11
PS9,ZC4RG35,14
PS9,JAFDET01,14
PS9,Amphibacillaceae,20
PS9,UBA2386,13
PS9,Melioribacteraceae,13
PS9,E44-bin32,10
PS9,Electryoneaceae,16
PS9,Fen-336,13
PS9,JAAEKA01,16
PS9,WVZY01,13
PS9,unclassified,502
