Sample ID,Taxon,Count
PS9,JABDQW01_sp937998645_nosZII,17
PS9,unclassified,1450
PS9,CALZIK01_sp024224155_nosZII,16
PS9,WVYX01_sp020350425_nosZII,12
PS9,Unclassified_Species_nosZII,118
PS9,UBA11865_sp024638855_nosZII,18
PS9,JALGVQ01_sp025774615_nosZII,19
PS9,JAAUQL01_sp022360055_nosZII,10
PS9,G020350445_sp030597245_nosZII,27
PS9,JASJAX01_sp030066755_nosZII,13
PS9,PFL25_sp937968125_nosZII,19
PS9,G020343875_sp020343875_nosZII,30
PS9,JAOTYK01_sp029861955_nosZII,12
PS9,JACZWZ01_sp029263095_nosZII,12
PS9,GCA-020352575_sp020352575_nosZII,29
PS9,JALGZO01_sp025774865_nosZII,15
PS9,SG8-38_sp020351445_nosZII,16
PS9,Sulfomarinibacter_sp029938595_nosZII,16
PS9,JAUVPY01_sp030598425_nosZII,30
PS9,JALSRK01_sp026984795_nosZII,14
PS9,JAJRVO01_sp024277275_nosZII,15
PS9,G020351855_sp020351855_nosZII,12
PS9,JANQQF01_sp028285035_nosZII,10
PS9,JANQRA01_sp028284765_nosZII,14
PS9,UBA11865_sp003519205_nosZII,36
PS9,JABDNZ01_sp028278645_nosZII,24
PS9,J065_sp024276295_nosZII,15
PS9,RBG-16-57-11_sp001795165_nosZII,11
PS9,Benthicola_azotiphorus_nosZII,21
PS9,WVWW01_sp011773795_nosZII,32
PS9,G020350785_sp020350785_nosZII,13
PS9,CALZJC01_sp945787525_nosZII,12
PS9,JAOTVV01_sp029862935_nosZII,11
PS9,JANQEY01_sp028278125_nosZII,15
