Sample ID,Taxon,rpkm
PS9,SZUA-229,2677.27692105
PS9,Rhodobacterales,22036.04850402
PS9,Burkholderiales,12150.71833399
PS9,Limisphaerales,4530.77632793
PS9,UBA4486,3089.16567813
PS9,UBA9160,7002.10887044
PS9,Rhizobiales,23683.60353236
PS9,DSM-19610,2059.44378542
PS9,Pseudomonadales,11532.88519837
PS9,Binatales,12768.55146962
PS9,Pedosphaerales,4942.66508501
PS9,Enterobacterales,5766.44259918
PS9,JADFVX01,2059.44378542
PS9,Halobacteriales,14827.99525504
PS9,Halorutilales,2059.44378542
PS9,GCA-001735895,5972.38697773
PS9,Xanthomonadales,2059.44378542
PS9,Vicinamibacterales,4118.88757084
PS9,UBA796,2883.22129959
PS9,UBA9214,2059.44378542
PS9,Polyangiales,3089.16567813
PS9,Verrucomicrobiales,3912.9431923
PS9,unclassified,38511.5987874
