Sample ID,Taxon,rpkm
PS9,JABDQW01,4445.01649874
PS9,CALZIK01,3478.70856423
PS9,UBA2589,2125.87745592
PS9,WVYX01,3865.23173804
PS9,PLA2,2705.66221663
PS9,UBA11865,11402.43362721
PS9,JAAETI01,2898.92380353
PS9,Bu05,3092.18539043
PS9,Benthicola,5218.06284635
PS9,JALGVQ01,3865.23173804
PS9,JAAUQL01,2512.40062972
PS9,G020350445,5797.84760705
PS9,JASJAX01,2705.66221663
PS9,G020350785,2898.92380353
PS9,PFL25,5218.06284635
PS9,JAOTYK01,2705.66221663
PS9,IDS-52,5991.10919396
PS9,G020343875,5991.10919396
PS9,WS-11,2125.87745592
PS9,SG8-38,7730.46347607
PS9,JACZWZ01,2705.66221663
PS9,Litorilinea,1932.61586902
PS9,JAMPXJ01,2125.87745592
PS9,Lutimonas,5218.06284635
PS9,JAACFF01,2898.92380353
PS9,GCA-020352575,5797.84760705
PS9,IGN2,2319.13904282
PS9,UBA5189,3285.44697733
PS9,JALGZO01,2898.92380353
PS9,Ardenticatena,1932.61586902
PS9,Sulfomarinibacter,3285.44697733
PS9,GCA-001735895,1932.61586902
PS9,CF-167,2125.87745592
PS9,G020344215,1932.61586902
PS9,JAUVPY01,5991.10919396
PS9,JALSRK01,4058.49332494
PS9,CALAKE01,4445.01649874
PS9,JAJRVO01,2898.92380353
PS9,G020351855,2898.92380353
PS9,Caldilinea,1932.61586902
PS9,JANQQF01,1932.61586902
PS9,CAKKPP01,1932.61586902
PS9,G020351775,2125.87745592
PS9,JANQRA01,2705.66221663
PS9,JABDNZ01,4638.27808564
PS9,Lentibacillus,1932.61586902
PS9,CALZJC01,2705.66221663
PS9,J065,2898.92380353
PS9,RBG-16-57-11,2125.87745592
PS9,Robiginitalea,4058.49332494
PS9,WVWW01,6377.63236776
PS9,JAOTVV01,2125.87745592
PS9,DSPQ01,1932.61586902
PS9,JANQEY01,3092.18539043
PS9,UBA5069,2319.13904282
PS9,WVZY01,2512.40062972
PS9,Lentibacillus_C,1932.61586902
PS9,unclassified,215679.93098242
