Sample ID,Taxon,rpkm
PS9,Anaerolineae,81942.91284637
PS9,Gammaproteobacteria,27056.62216625
PS9,Bacteroidia,41551.24118389
PS9,UBA9160,10049.60251889
PS9,Krumholzibacteria,6377.63236776
PS9,Rhodothermia,8696.77141058
PS9,Thermoanaerobaculia,14108.09584383
PS9,Phycisphaerae,9856.34093199
PS9,Gemmatimonadetes,47155.82720404
PS9,Calditrichia,2319.13904282
PS9,Chloroflexia,2512.40062972
PS9,Dehalococcoidia,6570.89395466
PS9,UBA1135,5218.06284635
PS9,RBG-16-71-46,4251.75491184
PS9,Limnocylindria,4638.27808564
PS9,MSB-5A5,3865.23173804
PS9,Acidimicrobiia,23964.43677582
PS9,Limnochordia,3092.18539043
PS9,Vicinamibacteria,5024.80125945
PS9,JAGLTZ01,3865.23173804
PS9,UBA6911,5797.84760705
PS9,Ignavibacteria,6764.15554156
PS9,Polarisedimenticolia,12562.00314862
PS9,UBA2214,2512.40062972
PS9,Polyangia,9663.07934509
PS9,UBA4738,3092.18539043
PS9,UBA1018,2125.87745592
PS9,Ellin6529,5604.58602015
PS9,ARS69,3865.23173804
PS9,Alphaproteobacteria,3285.44697733
PS9,Terriglobia,4058.49332494
PS9,UBA890,4445.01649874
PS9,Bacilli,6377.63236776
PS9,Electryoneia,3092.18539043
PS9,unclassified,27056.62216625
