Sample ID,Taxon,rpkm
PS9,Chloroflexota,101269.07153655
PS9,Pseudomonadota,30148.80755668
PS9,Bdellovibrionota,4251.75491184
PS9,Bacteroidota,61650.44622168
PS9,Myxococcota_A,10049.60251889
PS9,Krumholzibacteriota,6377.63236776
PS9,Acidobacteriota,46382.78085643
PS9,Planctomycetota,17007.01964736
PS9,Gemmatimonadota,47155.82720404
PS9,Calditrichota,2319.13904282
PS9,Eisenbacteria,4251.75491184
PS9,Zixibacteria,3865.23173804
PS9,Actinomycetota,27829.66851386
PS9,Bacillota_G,3092.18539043
PS9,JAGLTZ01,3865.23173804
PS9,KSB1,2512.40062972
PS9,Myxococcota,10049.60251889
PS9,ARS69,3865.23173804
PS9,Bacillota,4445.01649874
PS9,Firmicutes,1932.61586902
PS9,Marinisomatota,2898.92380353
PS9,Electryoneota,4638.27808564
PS9,unclassified,12562.00314862
