Taxon,PA1,PS4,PS5,PS6,PS7,PS9
Bacteria,11366.59724299,0.0,0.0,0.0,16968.57825078,0.0
unclassified,0.0,743.94881335,1601.44770873,894.55079908,0.0,842.20065346
