Taxon,PA1,PS4,PS5,PS6,PS7,PS9
Unclassified_Family,0.0,0.0,0.0,0.0,5164.34990241,0.0
unclassified,11366.59724299,743.94881335,1601.44770873,894.55079908,11804.22834837,842.20065346
