Taxon,PA1,PS4,PS5,PS6,PS7,PS9
Unclassified_Species_nosZIII,0.0,0.0,0.0,0.0,13648.6390278,0.0
unclassified,11366.59724299,743.94881335,1601.44770873,894.55079908,3319.93922298,842.20065346
