Taxon,PA1,PS4,PS5,PS6,PS7,PS9
Proteobacteria,0.0,0.0,0.0,0.0,8484.28912539,0.0
Pseudomonadota,0.0,0.0,0.0,0.0,4057.70349475,0.0
unclassified,11366.59724299,743.94881335,1601.44770873,894.55079908,4426.58563064,842.20065346
