Sample ID,Taxon,Count
PS6,JABDKH01,10
PS6,UBA5704,34
PS6,ARS69,15
PS6,Caldilineaceae,51
PS6,Amphibacillaceae,10
PS6,HRBIN12,46
PS6,JAGNNV01,10
PS6,GWC2-71-9,168
PS6,RBG-16-71-46,39
PS6,UBA5794,14
PS6,Promineifilaceae,101
PS6,E44-bin32,50
PS6,Ignavibacteriaceae,26
PS6,UBA6960,82
PS6,NAK82,113
PS6,Sedimenticolaceae,27
PS6,JAEUJM01,11
PS6,J111,73
PS6,Myxococcaceae,15
PS6,KS3-K002,27
PS6,UBA4823,57
PS6,Polarisedimenticolaceae,30
PS6,UBA2999,41
PS6,Palauibacteraceae,25
PS6,Tepidiformaceae,15
PS6,LZORAL124-64-63,31
PS6,Flavobacteriaceae,49
PS6,UBA1924,25
PS6,JAAZOE01,12
PS6,JAFNAJ01,18
PS6,RPQK01,18
PS6,Fen-336,40
PS6,2-12-FULL-66-21,15
PS6,Polyangiaceae,12
PS6,J045,15
PS6,Phototrophicaceae,15
PS6,JACRBR01,22
PS6,Bryobacteraceae,42
PS6,CSP1-4,25
PS6,ZC4RG35,14
PS6,SG8-38,10
PS6,SZUA-252,19
PS6,RBG-16-64-32,24
PS6,Phycisphaeraceae,11
PS6,Sulfomarinibacteraceae,10
PS6,DUEN01,10
PS6,UBA6906,13
PS6,SZUA-229,10
PS6,Bu05,12
PS6,UBA5066,12
PS6,JAGLTZ01,12
PS6,PLA2,34
PS6,UBA4427,10
PS6,2024-02-12,13
PS6,Lachnospiraceae,14
PS6,UBA2774,14
PS6,Electryoneaceae,10
PS6,unclassified,494
