Sample ID,Taxon,rpkm
PS6,Rhodothermia,6568.78358034
PS6,Thermoanaerobaculia,11700.64575248
PS6,ARS69,3079.11730328
PS6,Ignavibacteria,5747.6856328
PS6,Anaerolineae,108179.65458873
PS6,Bacilli,5337.13665903
PS6,UBA4738,10674.27331805
PS6,Vicinamibacteria,26685.68329513
PS6,Gemmatimonadetes,64866.73785586
PS6,RBG-16-71-46,12111.19472625
PS6,Acidimicrobiia,11700.64575248
PS6,MSB-5A5,7800.43050165
PS6,Myxococcia,3900.21525083
PS6,Gammaproteobacteria,19090.52728036
PS6,Polarisedimenticolia,9237.35190985
PS6,Dehalococcoidia,16832.50792462
PS6,Krumholzibacteria,9032.07742297
PS6,UBA10030,4310.7642246
PS6,Bacteroidia,18269.42933282
PS6,Phycisphaerae,10468.99883117
PS6,UBA6911,3694.94076394
PS6,Polyangia,5542.41114591
PS6,Blastocatellia,2258.01935574
PS6,UBA9160,4516.03871148
PS6,Terriglobia,8621.5284492
PS6,Ellin6529,3694.94076394
PS6,Alphaproteobacteria,2258.01935574
PS6,Calditrichia,3694.94076394
PS6,UBA2214,3079.11730328
PS6,Limnochordia,2463.29384263
PS6,JAGLTZ01,2463.29384263
PS6,Limnocylindria,4310.7642246
PS6,PLA2,6158.23460657
PS6,Clostridia,2873.8428164
PS6,UBA1144,3284.39179017
PS6,Electryoneia,2052.74486886
PS6,unclassified,19911.62522791
