Sample ID,Taxon,Count
PS6,JALGZO01,11
PS6,HRBIN12,19
PS6,JAGNNV01,10
PS6,SZUA-320,56
PS6,DSPQ01,50
PS6,IGN2,16
PS6,IDS-52,18
PS6,JAUVPY01,36
PS6,WVYX01,27
PS6,JAEUJM01,11
PS6,G020351775,17
PS6,WS-11,15
PS6,J095,25
PS6,WVWW01,24
PS6,VFZN01,18
PS6,DSOS01,32
PS6,UBA11865,52
PS6,G020343875,77
PS6,G020350785,20
PS6,JAAEQF01,12
PS6,JACDDX01,10
PS6,G020350445,18
PS6,JAICEW01,12
PS6,JANQQF01,15
PS6,WYBL01,20
PS6,JAGUYW01,10
PS6,Benthicola,12
PS6,JADMII01,12
PS6,SZUA-318,14
PS6,DSRY01,14
PS6,JALSRK01,35
PS6,UBA5189,12
PS6,JANQRA01,13
PS6,SG8-38,10
PS6,SZUA-252,15
PS6,JAUSFE01,12
PS6,Litorilinea,11
PS6,JAOTWJ01,20
PS6,HRBIN33,11
PS6,JAGRBY01,15
PS6,JAOUPR01,10
PS6,JABDNZ01,30
PS6,Sulfomarinibacter,10
PS6,J065,10
PS6,Robiginitalea,23
PS6,JAJRVO01,15
PS6,JAHDVQ01,11
PS6,Bu05,12
PS6,JALGVQ01,12
PS6,CALZIK01,14
PS6,PLA2,34
PS6,CADEFD01,15
PS6,G020351855,10
PS6,Caldilinea,12
PS6,SZUA-448,14
PS6,CR02bin9,12
PS6,JANQEY01,10
PS6,JAGRNP01,11
PS6,unclassified,1073
