Sample ID,Taxon,rpkm
PS6,JABDKH01,2052.74486886
PS6,UBA5704,6979.33255411
PS6,ARS69,3079.11730328
PS6,Caldilineaceae,10468.99883117
PS6,Amphibacillaceae,2052.74486886
PS6,HRBIN12,9442.62639674
PS6,JAGNNV01,2052.74486886
PS6,GWC2-71-9,34486.11379679
PS6,RBG-16-71-46,8005.70498854
PS6,UBA5794,2873.8428164
PS6,Promineifilaceae,20732.72317545
PS6,E44-bin32,10263.72434428
PS6,Ignavibacteriaceae,5337.13665903
PS6,UBA6960,16832.50792462
PS6,NAK82,23196.01701808
PS6,Sedimenticolaceae,5542.41114591
PS6,JAEUJM01,2258.01935574
PS6,J111,14985.03754265
PS6,Myxococcaceae,3079.11730328
PS6,KS3-K002,5542.41114591
PS6,UBA4823,11700.64575248
PS6,Polarisedimenticolaceae,6158.23460657
PS6,UBA2999,8416.25396231
PS6,Palauibacteraceae,5131.86217214
PS6,Tepidiformaceae,3079.11730328
PS6,LZORAL124-64-63,6363.50909345
PS6,Flavobacteriaceae,10058.4498574
PS6,UBA1924,5131.86217214
PS6,JAAZOE01,2463.29384263
PS6,JAFNAJ01,3694.94076394
PS6,RPQK01,3694.94076394
PS6,Fen-336,8210.97947543
PS6,2-12-FULL-66-21,3079.11730328
PS6,Polyangiaceae,2463.29384263
PS6,J045,3079.11730328
PS6,Phototrophicaceae,3079.11730328
PS6,JACRBR01,4516.03871148
PS6,Bryobacteraceae,8621.5284492
PS6,CSP1-4,5131.86217214
PS6,ZC4RG35,2873.8428164
PS6,SG8-38,2052.74486886
PS6,SZUA-252,3900.21525083
PS6,RBG-16-64-32,4926.58768526
PS6,Phycisphaeraceae,2258.01935574
PS6,Sulfomarinibacteraceae,2052.74486886
PS6,DUEN01,2052.74486886
PS6,UBA6906,2668.56832951
PS6,SZUA-229,2052.74486886
PS6,Bu05,2463.29384263
PS6,UBA5066,2463.29384263
PS6,JAGLTZ01,2463.29384263
PS6,PLA2,6979.33255411
PS6,UBA4427,2052.74486886
PS6,2024-02-12,2668.56832951
PS6,Lachnospiraceae,2873.8428164
PS6,UBA2774,2873.8428164
PS6,Electryoneaceae,2052.74486886
PS6,unclassified,101405.5965215
