Sample ID,Taxon,rpkm
PS6,JALGZO01,2258.01935574
PS6,HRBIN12,3900.21525083
PS6,JAGNNV01,2052.74486886
PS6,SZUA-320,11495.3712656
PS6,DSPQ01,10263.72434428
PS6,IGN2,3284.39179017
PS6,IDS-52,3694.94076394
PS6,JAUVPY01,7389.88152788
PS6,WVYX01,5542.41114591
PS6,JAEUJM01,2258.01935574
PS6,G020351775,3489.66627706
PS6,WS-11,3079.11730328
PS6,J095,5131.86217214
PS6,WVWW01,4926.58768526
PS6,VFZN01,3694.94076394
PS6,DSOS01,6568.78358034
PS6,UBA11865,10674.27331805
PS6,G020343875,15806.13549019
PS6,G020350785,4105.48973771
PS6,JAAEQF01,2463.29384263
PS6,JACDDX01,2052.74486886
PS6,G020350445,3694.94076394
PS6,JAICEW01,2463.29384263
PS6,JANQQF01,3079.11730328
PS6,WYBL01,4105.48973771
PS6,JAGUYW01,2052.74486886
PS6,Benthicola,2463.29384263
PS6,JADMII01,2463.29384263
PS6,SZUA-318,2873.8428164
PS6,DSRY01,2873.8428164
PS6,JALSRK01,7184.607041
PS6,UBA5189,2463.29384263
PS6,JANQRA01,2668.56832951
PS6,SG8-38,2052.74486886
PS6,SZUA-252,3079.11730328
PS6,JAUSFE01,2463.29384263
PS6,Litorilinea,2258.01935574
PS6,JAOTWJ01,4105.48973771
PS6,HRBIN33,2258.01935574
PS6,JAGRBY01,3079.11730328
PS6,JAOUPR01,2052.74486886
PS6,JABDNZ01,6158.23460657
PS6,Sulfomarinibacter,2052.74486886
PS6,J065,2052.74486886
PS6,Robiginitalea,4721.31319837
PS6,JAJRVO01,3079.11730328
PS6,JAHDVQ01,2258.01935574
PS6,Bu05,2463.29384263
PS6,JALGVQ01,2463.29384263
PS6,CALZIK01,2873.8428164
PS6,PLA2,6979.33255411
PS6,CADEFD01,3079.11730328
PS6,G020351855,2052.74486886
PS6,Caldilinea,2463.29384263
PS6,SZUA-448,2873.8428164
PS6,CR02bin9,2463.29384263
PS6,JANQEY01,2052.74486886
PS6,JAGRNP01,2258.01935574
PS6,unclassified,220259.52442828
