Sample ID,Taxon,Count
PS6,Rhodothermia,32
PS6,Thermoanaerobaculia,57
PS6,ARS69,15
PS6,Ignavibacteria,28
PS6,Anaerolineae,527
PS6,Bacilli,26
PS6,UBA4738,52
PS6,Vicinamibacteria,130
PS6,Gemmatimonadetes,316
PS6,RBG-16-71-46,59
PS6,Acidimicrobiia,57
PS6,MSB-5A5,38
PS6,Myxococcia,19
PS6,Gammaproteobacteria,93
PS6,Polarisedimenticolia,45
PS6,Dehalococcoidia,82
PS6,Krumholzibacteria,44
PS6,UBA10030,21
PS6,Bacteroidia,89
PS6,Phycisphaerae,51
PS6,UBA6911,18
PS6,Polyangia,27
PS6,Blastocatellia,11
PS6,UBA9160,22
PS6,Terriglobia,42
PS6,Ellin6529,18
PS6,Alphaproteobacteria,11
PS6,Calditrichia,18
PS6,UBA2214,15
PS6,Limnochordia,12
PS6,JAGLTZ01,12
PS6,Limnocylindria,21
PS6,PLA2,30
PS6,Clostridia,14
PS6,UBA1144,16
PS6,Electryoneia,10
PS6,unclassified,97
