Sample ID,Taxon,Count
PS6,Rhodothermales,29
PS6,Multivoradales,34
PS6,ARS69,15
PS6,Caldilineales,51
PS6,Bacillales_D,10
PS6,UBA4738,46
PS6,Fen-336,50
PS6,Gemmatimonadales,176
PS6,RBG-16-71-46,40
PS6,UBA5794,34
PS6,Promineifilales,101
PS6,Anaerolineales,121
PS6,UBA10806,12
PS6,Ignavibacteriales,26
PS6,Longimicrobiales,83
PS6,4572-78,186
PS6,Myxococcales,19
PS6,Chromatiales,30
PS6,Acidimicrobiales,21
PS6,Palauibacterales,52
PS6,Polarisedimenticolales,30
PS6,Vicinamibacterales,80
PS6,Tepidiformales,15
PS6,LZORAL124-64-63,31
PS6,UBA10030,21
PS6,Flavobacteriales,57
PS6,Phycisphaerales,45
PS6,GN15,26
PS6,RPQK01,18
PS6,Polyangiales,24
PS6,J045,15
PS6,UBA9160,19
PS6,Aggregatilineales,24
PS6,DSTF01,28
PS6,Bryobacterales,42
PS6,SZUA-252,19
PS6,SM23-28-2,24
PS6,Burkholderiales,12
PS6,RBG-13-44-9,10
PS6,Thermoanaerobaculales,10
PS6,DRLW01,14
PS6,DUEN01,10
PS6,SZUA-229,10
PS6,WVZY01,13
PS6,Chitinophagales,16
PS6,Limnochordales,12
PS6,UBA5066,12
PS6,JAGLTZ01,12
PS6,PLA2,34
PS6,Limnocylindrales,16
PS6,Lachnospirales,14
PS6,UBA2774,16
PS6,Electryoneales,10
PS6,unclassified,300
