Sample ID,Taxon,rpkm
PS6,Rhodothermales,5952.96011968
PS6,Multivoradales,6979.33255411
PS6,ARS69,3079.11730328
PS6,Caldilineales,10468.99883117
PS6,Bacillales_D,2052.74486886
PS6,UBA4738,9442.62639674
PS6,Fen-336,10263.72434428
PS6,Gemmatimonadales,36128.30969187
PS6,RBG-16-71-46,8210.97947543
PS6,UBA5794,6979.33255411
PS6,Promineifilales,20732.72317545
PS6,Anaerolineales,24838.21291316
PS6,UBA10806,2463.29384263
PS6,Ignavibacteriales,5337.13665903
PS6,Longimicrobiales,17037.78241151
PS6,4572-78,38181.05456073
PS6,Myxococcales,3900.21525083
PS6,Chromatiales,6158.23460657
PS6,Acidimicrobiales,4310.7642246
PS6,Palauibacterales,10674.27331805
PS6,Polarisedimenticolales,6158.23460657
PS6,Vicinamibacterales,16421.95895085
PS6,Tepidiformales,3079.11730328
PS6,LZORAL124-64-63,6363.50909345
PS6,UBA10030,4310.7642246
PS6,Flavobacteriales,11700.64575248
PS6,Phycisphaerales,9237.35190985
PS6,GN15,5337.13665903
PS6,RPQK01,3694.94076394
PS6,Polyangiales,4926.58768526
PS6,J045,3079.11730328
PS6,UBA9160,3900.21525083
PS6,Aggregatilineales,4926.58768526
PS6,DSTF01,5747.6856328
PS6,Bryobacterales,8621.5284492
PS6,SZUA-252,3900.21525083
PS6,SM23-28-2,4926.58768526
PS6,Burkholderiales,2463.29384263
PS6,RBG-13-44-9,2052.74486886
PS6,Thermoanaerobaculales,2052.74486886
PS6,DRLW01,2873.8428164
PS6,DUEN01,2052.74486886
PS6,SZUA-229,2052.74486886
PS6,WVZY01,2668.56832951
PS6,Chitinophagales,3284.39179017
PS6,Limnochordales,2463.29384263
PS6,UBA5066,2463.29384263
PS6,JAGLTZ01,2463.29384263
PS6,PLA2,6979.33255411
PS6,Limnocylindrales,3284.39179017
PS6,Lachnospirales,2873.8428164
PS6,UBA2774,3284.39179017
PS6,Electryoneales,2052.74486886
PS6,unclassified,61582.34606569
