Sample ID,Taxon,rpkm
PS6,Halobacteriales,17937.14125717
PS6,Rhodobacterales,11374.77250455
PS6,Enterobacterales,5687.38625227
PS6,Binatales,12687.24625507
PS6,Burkholderiales,26468.22063559
PS6,Pseudomonadales,6124.87750245
PS6,Rhizobiales,18812.12375752
PS6,Vicinamibacterales,4593.65812684
PS6,Palsa-1104,3937.42125157
PS6,Limisphaerales,4374.91250175
PS6,Chromatiales,2406.20187596
PS6,Ga0077536,2187.45625087
PS6,Xanthomonadales,2843.69312614
PS6,UBA9160,4156.16687666
PS6,Marinacidobacterales,2187.45625087
PS6,UBA6429,2187.45625087
PS6,unclassified,32593.09813804
